Campaign_ID,Target_Audience,Duration,Channel_Used,Conversion_Rate,ROI,Clicks,Impressions,Date
175370,Men 25-34,60 days,Instagram,0.15,4.3,239,4707,2021-06-19
175371,Men 25-34,15 days,Google Ads,0.02,4.34,829,7530,2021-06-20
175374,Women 25-34,60 days,Google Ads,0.11,5.59,315,2895,2021-06-23
175375,All Ages,45 days,YouTube,0.02,3.67,263,5771,2021-06-24
175376,Women 35-44,60 days,YouTube,0.04,4.77,608,9231,2021-06-25
175381,Men 25-34,45 days,Instagram,0.15,3.7,168,8681,2021-06-30
175718,Men 25-34,15 days,Instagram,0.09,5.56,318,2905,2021-06-02
175719,Men 25-34,30 days,YouTube,0.08,2.0,344,2937,2021-06-03
175721,Men 18-24,30 days,Google Ads,0.01,6.7,411,4413,2021-06-05
175722,Men 25-34,45 days,Instagram,0.15,8.0,692,2663,2021-06-06
175726,Women 35-44,45 days,YouTube,0.02,3.12,287,10000,2021-06-10
175731,Women 35-44,60 days,YouTube,0.06,5.06,246,5897,2021-06-15
175734,Men 25-34,60 days,YouTube,0.02,4.58,496,1212,2021-06-18
175735,Women 25-34,30 days,Instagram,0.05,8.0,205,7756,2021-06-19
175736,Men 25-34,45 days,Instagram,0.15,7.16,716,3435,2021-06-20
175737,Women 35-44,30 days,Google Ads,0.03,6.49,608,1141,2021-06-21
175738,Women 35-44,45 days,Instagram,0.05,8.0,736,8340,2021-06-22
175741,Women 35-44,60 days,Instagram,0.09,8.0,1000,6332,2021-06-25
175742,All Ages,45 days,YouTube,0.05,4.42,400,1623,2021-06-26
175744,Men 25-34,15 days,YouTube,0.07,2.0,595,1444,2021-06-28
175746,Men 18-24,45 days,YouTube,0.04,2.64,389,1833,2021-06-30
176082,Men 25-34,45 days,Google Ads,0.04,2.52,124,3860,2021-06-01
176084,Men 18-24,45 days,Instagram,0.05,5.85,185,4152,2021-06-03
176085,Men 18-24,15 days,Instagram,0.09,5.4,389,9349,2021-06-04
176086,Men 25-34,30 days,Google Ads,0.1,5.54,692,5264,2021-06-05
176087,All Ages,60 days,Google Ads,0.04,5.08,659,5642,2021-06-06
176088,Women 25-34,45 days,Instagram,0.13,7.9,337,9021,2021-06-07
176091,Women 25-34,30 days,Google Ads,0.11,7.81,805,3902,2021-06-10
176092,Men 18-24,30 days,Google Ads,0.05,6.5,686,2880,2021-06-11
176094,Men 25-34,30 days,Google Ads,0.04,7.73,650,7681,2021-06-13
176095,Women 35-44,60 days,Google Ads,0.07,3.69,515,3436,2021-06-14
176096,Women 35-44,60 days,Instagram,0.08,7.12,1000,4519,2021-06-15
176098,Women 35-44,30 days,Google Ads,0.07,3.42,812,1300,2021-06-17
176102,Men 18-24,15 days,YouTube,0.07,3.49,185,6138,2021-06-21
176106,All Ages,15 days,Google Ads,0.08,4.86,101,2965,2021-06-25
176108,All Ages,30 days,YouTube,0.07,3.48,209,9295,2021-06-27
176109,Women 35-44,60 days,Google Ads,0.15,2.52,439,8926,2021-06-28
176447,Men 25-34,15 days,YouTube,0.03,3.88,394,2583,2021-06-01
176448,Women 25-34,45 days,Instagram,0.13,2.78,300,5876,2021-06-02
176451,Men 18-24,45 days,Google Ads,0.1,4.06,202,5246,2021-06-05
176452,All Ages,60 days,YouTube,0.06,2.57,177,10000,2021-06-06
176453,Men 25-34,15 days,Google Ads,0.1,5.61,862,8754,2021-06-07
176456,Men 25-34,45 days,Instagram,0.11,8.0,597,8888,2021-06-10
176458,Men 18-24,15 days,YouTube,0.07,3.01,568,4906,2021-06-12
176466,All Ages,15 days,YouTube,0.06,3.82,430,8109,2021-06-20
176467,Men 18-24,15 days,YouTube,0.02,2.45,133,1160,2021-06-21
176469,Men 18-24,15 days,Google Ads,0.04,3.11,667,5372,2021-06-23
176470,Men 18-24,60 days,Instagram,0.03,7.12,231,8738,2021-06-24
176472,All Ages,30 days,YouTube,0.05,2.18,417,6653,2021-06-26
176473,Men 25-34,60 days,YouTube,0.02,3.22,243,9740,2021-06-27
176474,Men 18-24,30 days,YouTube,0.03,4.52,541,5860,2021-06-28
176814,Women 25-34,15 days,YouTube,0.03,4.07,474,6534,2021-06-03
176815,Men 25-34,60 days,YouTube,0.03,2.0,211,10000,2021-06-04
176817,Women 35-44,15 days,Google Ads,0.12,4.71,152,7985,2021-06-06
176818,Men 25-34,30 days,Google Ads,0.1,7.39,945,2253,2021-06-07
176822,Women 35-44,30 days,YouTube,0.02,2.98,277,8587,2021-06-11
176824,Men 18-24,60 days,YouTube,0.08,3.94,497,6757,2021-06-13
176825,Women 25-34,45 days,YouTube,0.01,3.46,540,2484,2021-06-14
176827,All Ages,15 days,YouTube,0.01,4.88,536,6481,2021-06-16
176828,Women 25-34,60 days,Google Ads,0.14,4.27,872,2184,2021-06-17
176831,All Ages,15 days,Google Ads,0.07,7.08,883,9433,2021-06-20
176833,All Ages,45 days,Instagram,0.13,8.0,653,7341,2021-06-22
176834,Men 18-24,15 days,Google Ads,0.13,7.52,884,8149,2021-06-23
176838,Women 35-44,60 days,YouTube,0.04,2.35,272,6714,2021-06-27
176839,All Ages,30 days,YouTube,0.05,3.67,361,9592,2021-06-28
176840,Women 25-34,30 days,Instagram,0.15,8.0,307,1802,2021-06-29
176841,Women 35-44,30 days,YouTube,0.01,2.53,410,6791,2021-06-30
177177,All Ages,15 days,YouTube,0.02,3.65,100,8958,2021-06-01
177178,Men 25-34,45 days,YouTube,0.07,2.43,260,1629,2021-06-02
177179,Women 35-44,60 days,Instagram,0.15,3.06,1000,9078,2021-06-03
177182,Men 25-34,45 days,Google Ads,0.01,5.96,262,5004,2021-06-06
177184,Men 25-34,45 days,YouTube,0.06,5.12,632,3568,2021-06-08
177185,Women 35-44,15 days,Google Ads,0.04,7.04,403,8404,2021-06-09
177187,Men 25-34,15 days,YouTube,0.05,3.92,305,2509,2021-06-11
177190,Women 35-44,45 days,Instagram,0.15,8.0,498,4539,2021-06-14
177192,Women 25-34,15 days,Google Ads,0.07,4.55,250,8424,2021-06-16
177193,All Ages,30 days,Instagram,0.09,8.0,482,6821,2021-06-17
177194,Men 25-34,45 days,Google Ads,0.12,2.29,647,7761,2021-06-18
177196,Men 18-24,15 days,Instagram,0.15,6.81,307,1042,2021-06-20
177198,Men 18-24,60 days,YouTube,0.03,4.97,370,9760,2021-06-22
177199,Women 25-34,15 days,YouTube,0.03,3.21,636,9789,2021-06-23
177200,Women 35-44,30 days,Instagram,0.09,8.0,603,3525,2021-06-24
177203,Men 18-24,15 days,Instagram,0.15,6.14,710,7900,2021-06-27
177542,Women 35-44,15 days,Instagram,0.15,7.14,164,4304,2021-06-01
177545,Women 25-34,15 days,Instagram,0.14,8.0,705,9271,2021-06-04
177546,Men 25-34,45 days,Instagram,0.15,8.0,776,3320,2021-06-05
177547,Women 35-44,45 days,YouTube,0.08,2.11,537,4872,2021-06-06
177548,Men 25-34,15 days,YouTube,0.08,4.8,105,2422,2021-06-07
177549,Men 25-34,15 days,YouTube,0.02,2.0,289,7357,2021-06-08
177552,Women 35-44,15 days,Google Ads,0.05,7.57,380,5440,2021-06-11
177553,Women 25-34,45 days,Google Ads,0.1,2.03,820,9602,2021-06-12
177554,Men 25-34,60 days,Instagram,0.06,5.45,835,3356,2021-06-13
177555,Men 18-24,15 days,YouTube,0.03,3.94,100,6809,2021-06-14
177560,Men 25-34,30 days,YouTube,0.08,2.57,354,2541,2021-06-19
177561,Women 25-34,45 days,YouTube,0.06,2.0,513,1678,2021-06-20
177563,Men 18-24,60 days,YouTube,0.04,4.52,500,6742,2021-06-22
177568,All Ages,15 days,Google Ads,0.02,6.38,900,3450,2021-06-27
177571,All Ages,45 days,Instagram,0.05,5.28,473,6277,2021-06-30
177907,Men 18-24,45 days,Google Ads,0.14,2.24,825,1201,2021-06-01
177910,Men 18-24,15 days,Google Ads,0.09,2.5,889,7264,2021-06-04
177911,All Ages,15 days,YouTube,0.08,3.49,100,10000,2021-06-05
177912,All Ages,60 days,Google Ads,0.13,3.55,757,6814,2021-06-06
177914,Men 25-34,15 days,YouTube,0.01,3.08,179,8633,2021-06-08
177917,Men 18-24,30 days,Instagram,0.15,8.0,1000,5402,2021-06-11
177918,Women 35-44,45 days,Google Ads,0.09,3.97,932,2789,2021-06-12
177919,Men 25-34,30 days,Instagram,0.15,4.51,413,8578,2021-06-13
177921,Women 35-44,45 days,Google Ads,0.12,4.91,497,6553,2021-06-15
177924,Men 18-24,15 days,YouTube,0.01,2.0,455,3188,2021-06-18
177928,All Ages,45 days,Instagram,0.13,8.0,750,3733,2021-06-22
177929,Women 35-44,30 days,Instagram,0.13,8.0,923,4108,2021-06-23
177933,Men 18-24,45 days,Google Ads,0.08,5.01,389,4343,2021-06-27
178272,Men 18-24,30 days,Google Ads,0.07,2.7,787,6464,2021-06-01
178275,Men 25-34,15 days,Instagram,0.15,8.0,283,2765,2021-06-04
178276,All Ages,15 days,YouTube,0.06,2.0,389,7015,2021-06-05
178285,Men 18-24,60 days,YouTube,0.02,2.0,395,5138,2021-06-14
178286,Women 25-34,60 days,Instagram,0.11,7.02,889,6004,2021-06-15
178287,Women 35-44,60 days,YouTube,0.02,3.97,464,4522,2021-06-16
178289,Women 25-34,30 days,YouTube,0.08,3.26,424,3750,2021-06-18
178291,Men 18-24,15 days,Instagram,0.03,5.19,953,7728,2021-06-20
178292,Men 25-34,60 days,Google Ads,0.13,3.4,106,5617,2021-06-21
178296,Men 18-24,60 days,YouTube,0.03,2.97,645,8375,2021-06-25
178299,Women 35-44,60 days,Google Ads,0.14,7.55,485,3925,2021-06-28
178640,Women 35-44,60 days,YouTube,0.07,4.47,412,7337,2021-06-04
178641,Women 25-34,60 days,Instagram,0.03,2.91,458,3742,2021-06-05
178649,Women 35-44,60 days,Google Ads,0.07,7.15,663,4242,2021-06-13
178650,Women 35-44,30 days,YouTube,0.01,4.63,100,2807,2021-06-14
178651,Men 18-24,45 days,YouTube,0.08,2.0,100,8884,2021-06-15
178652,Women 35-44,15 days,Google Ads,0.05,7.44,723,6851,2021-06-16
178653,Women 35-44,45 days,YouTube,0.04,5.07,101,7739,2021-06-17
178655,Women 25-34,30 days,Instagram,0.15,7.33,425,3241,2021-06-19
178657,Men 18-24,15 days,YouTube,0.06,2.0,250,8784,2021-06-21
178660,Men 18-24,45 days,Google Ads,0.11,5.73,646,1630,2021-06-24
178661,Women 25-34,45 days,YouTube,0.03,2.82,507,3213,2021-06-25
178666,Men 25-34,45 days,Google Ads,0.06,5.07,772,5198,2021-06-30
179003,Women 35-44,15 days,YouTube,0.01,2.71,100,7418,2021-06-02
179006,Women 25-34,60 days,Instagram,0.15,8.0,1000,1752,2021-06-05
179007,Men 18-24,60 days,YouTube,0.07,2.0,325,10000,2021-06-06
179008,Women 25-34,15 days,Instagram,0.15,4.26,250,1700,2021-06-07
179009,Men 18-24,60 days,Google Ads,0.12,4.42,846,2193,2021-06-08
179010,All Ages,45 days,YouTube,0.07,4.17,280,4398,2021-06-09
179011,Women 35-44,15 days,YouTube,0.07,5.05,145,2272,2021-06-10
179013,Women 25-34,60 days,Google Ads,0.04,4.28,676,1221,2021-06-12
179014,Women 25-34,30 days,Google Ads,0.15,4.91,773,3691,2021-06-13
179015,Women 25-34,60 days,Instagram,0.14,8.0,467,1323,2021-06-14
179017,Men 25-34,60 days,Google Ads,0.04,5.39,307,2198,2021-06-16
179019,Men 25-34,15 days,Instagram,0.09,8.0,157,4783,2021-06-18
179023,Men 18-24,30 days,Instagram,0.05,8.0,526,4344,2021-06-22
179025,Men 18-24,30 days,YouTube,0.03,3.62,546,7773,2021-06-24
179026,Men 18-24,60 days,YouTube,0.07,3.9,571,3999,2021-06-25
179029,All Ages,45 days,YouTube,0.01,2.41,100,8485,2021-06-28
179031,Men 25-34,15 days,YouTube,0.07,2.11,243,2224,2021-06-30
179367,Women 25-34,60 days,Instagram,0.15,8.0,272,7903,2021-06-01
179369,Men 25-34,30 days,Instagram,0.06,8.0,1000,7634,2021-06-03
179370,All Ages,45 days,YouTube,0.07,2.28,502,1792,2021-06-04
179371,Men 25-34,60 days,YouTube,0.03,3.3,320,10000,2021-06-05
179376,Men 18-24,45 days,YouTube,0.03,4.37,367,7024,2021-06-10
179377,Women 35-44,45 days,Google Ads,0.02,6.34,574,7241,2021-06-11
179380,Women 25-34,15 days,Google Ads,0.07,6.13,157,1956,2021-06-14
179381,Women 35-44,15 days,YouTube,0.07,2.0,367,10000,2021-06-15
179383,Men 18-24,60 days,Google Ads,0.03,7.41,927,7081,2021-06-17
179386,Women 25-34,60 days,Instagram,0.06,3.82,376,5139,2021-06-20
179387,Men 18-24,30 days,YouTube,0.04,2.85,220,8092,2021-06-21
179388,All Ages,30 days,Instagram,0.06,7.16,568,9343,2021-06-22
179389,All Ages,15 days,Instagram,0.11,4.03,611,7148,2021-06-23
179390,Women 35-44,30 days,YouTube,0.04,3.32,611,6072,2021-06-24
179391,Men 18-24,45 days,Google Ads,0.04,2.22,900,1585,2021-06-25
179392,Women 35-44,60 days,Instagram,0.15,6.64,905,4516,2021-06-26
179393,Men 18-24,60 days,YouTube,0.05,2.35,246,7891,2021-06-27
179395,All Ages,60 days,YouTube,0.01,2.0,170,9825,2021-06-29
179733,All Ages,60 days,YouTube,0.06,2.09,312,4917,2021-06-02
179744,Women 25-34,15 days,Instagram,0.06,3.74,202,1491,2021-06-13
179746,Women 35-44,30 days,Google Ads,0.01,5.05,339,1903,2021-06-15
179751,Men 18-24,30 days,Instagram,0.15,5.85,170,6247,2021-06-20
179753,Men 18-24,60 days,Google Ads,0.12,2.89,895,5365,2021-06-22
179755,Men 25-34,45 days,Instagram,0.09,3.85,801,9197,2021-06-24
179756,Men 25-34,60 days,YouTube,0.04,2.0,419,9523,2021-06-25
179758,Women 35-44,30 days,YouTube,0.05,2.0,381,10000,2021-06-27
179760,All Ages,15 days,YouTube,0.01,4.7,512,6229,2021-06-29
179761,All Ages,45 days,Google Ads,0.06,2.04,273,9955,2021-06-30
180097,Women 35-44,15 days,Instagram,0.02,8.0,1000,3669,2021-06-01
180099,Men 25-34,15 days,Google Ads,0.04,6.43,297,6183,2021-06-03
180100,Men 25-34,30 days,Instagram,0.05,6.92,749,5462,2021-06-04
180102,Women 25-34,30 days,Instagram,0.06,8.0,1000,4191,2021-06-06
180103,Women 35-44,45 days,Google Ads,0.01,4.25,800,9482,2021-06-07
180105,Men 25-34,15 days,YouTube,0.02,2.84,383,7447,2021-06-09
180107,Men 25-34,60 days,YouTube,0.04,4.1,120,5178,2021-06-11
180110,Women 25-34,60 days,YouTube,0.03,2.17,100,9674,2021-06-14
180111,All Ages,30 days,Google Ads,0.14,4.45,552,2015,2021-06-15
180112,Women 25-34,30 days,YouTube,0.03,2.17,367,2382,2021-06-16
180114,Women 25-34,15 days,YouTube,0.07,3.12,303,4169,2021-06-18
180115,Women 35-44,60 days,Google Ads,0.03,2.89,786,3158,2021-06-19
180116,Men 18-24,45 days,Instagram,0.14,8.0,1000,8970,2021-06-20
180118,Men 18-24,45 days,Instagram,0.06,4.38,590,4685,2021-06-22
180119,Women 35-44,45 days,YouTube,0.03,4.09,125,6716,2021-06-23
180120,Women 35-44,30 days,Google Ads,0.03,4.34,745,4106,2021-06-24
180121,Women 35-44,45 days,YouTube,0.04,2.0,228,7579,2021-06-25
180122,Men 18-24,45 days,Instagram,0.09,4.72,1000,8091,2021-06-26
180123,Men 18-24,45 days,Google Ads,0.08,4.3,460,6737,2021-06-27
180464,Men 18-24,30 days,YouTube,0.07,3.58,479,5137,2021-06-03
180466,Men 18-24,60 days,YouTube,0.03,4.81,158,3073,2021-06-05
180467,Men 25-34,60 days,YouTube,0.07,2.0,193,3321,2021-06-06
180469,Men 18-24,15 days,Google Ads,0.04,5.72,173,6032,2021-06-08
180470,Women 35-44,45 days,YouTube,0.07,2.18,405,2084,2021-06-09
180476,All Ages,60 days,Instagram,0.15,2.74,724,4555,2021-06-15
180479,Women 25-34,15 days,Instagram,0.15,3.2,701,7291,2021-06-18
180486,Women 35-44,30 days,Instagram,0.08,6.64,606,6296,2021-06-25
180489,Men 18-24,60 days,Instagram,0.15,8.0,188,6200,2021-06-28
180490,All Ages,60 days,Google Ads,0.06,4.14,207,8822,2021-06-29
180827,Women 35-44,30 days,Instagram,0.11,2.69,880,2786,2021-06-01
180829,Men 18-24,45 days,Google Ads,0.1,3.33,292,4906,2021-06-03
180830,All Ages,30 days,Instagram,0.05,3.72,592,9031,2021-06-04
180831,Men 18-24,30 days,YouTube,0.06,4.96,426,10000,2021-06-05
180834,Women 25-34,15 days,Instagram,0.15,3.04,636,9094,2021-06-08
180835,Women 35-44,60 days,YouTube,0.02,4.66,601,9962,2021-06-09
180840,Women 35-44,45 days,Google Ads,0.07,7.51,613,4285,2021-06-14
180843,All Ages,15 days,Google Ads,0.09,2.91,856,9529,2021-06-17
180844,Men 25-34,30 days,Instagram,0.02,7.64,1000,2980,2021-06-18
180850,Men 18-24,45 days,Google Ads,0.11,4.52,411,9237,2021-06-24
180853,Men 25-34,45 days,YouTube,0.05,2.92,489,2455,2021-06-27
181193,Men 25-34,30 days,YouTube,0.05,4.68,434,8081,2021-06-02
181195,Men 25-34,15 days,YouTube,0.05,3.0,610,3111,2021-06-04
181197,Men 25-34,15 days,Instagram,0.15,4.8,354,2192,2021-06-06
181199,Men 25-34,15 days,Instagram,0.13,3.13,611,4491,2021-06-08
181201,Women 25-34,15 days,Instagram,0.15,6.51,389,1797,2021-06-10
181202,All Ages,30 days,Instagram,0.13,3.8,887,9090,2021-06-11
181203,All Ages,60 days,YouTube,0.04,3.19,165,7877,2021-06-12
181205,Men 25-34,60 days,YouTube,0.03,2.16,242,10000,2021-06-14
181206,Men 18-24,45 days,Instagram,0.08,5.12,1000,2125,2021-06-15
181208,Men 18-24,45 days,YouTube,0.03,3.33,382,7685,2021-06-17
181209,All Ages,30 days,Instagram,0.06,6.02,287,8010,2021-06-18
181210,Men 18-24,60 days,Google Ads,0.08,6.56,956,9235,2021-06-19
181215,Women 25-34,15 days,Google Ads,0.03,4.71,191,6020,2021-06-24
181218,Women 35-44,45 days,YouTube,0.03,2.0,100,4931,2021-06-27
181219,Women 35-44,45 days,YouTube,0.06,2.0,325,4051,2021-06-28
181221,Men 18-24,45 days,Google Ads,0.14,2.34,490,6624,2021-06-30
181559,Women 25-34,15 days,Instagram,0.03,5.38,806,5925,2021-06-03
181560,Women 35-44,30 days,Instagram,0.11,6.72,393,7273,2021-06-04
181562,Women 25-34,15 days,Google Ads,0.14,3.29,918,4954,2021-06-06
181563,Men 25-34,45 days,Google Ads,0.14,4.88,753,3931,2021-06-07
181564,Women 25-34,60 days,Instagram,0.05,7.01,646,1507,2021-06-08
181565,Women 35-44,30 days,Google Ads,0.02,6.83,892,6890,2021-06-09
181570,Women 35-44,45 days,Instagram,0.08,4.2,1000,2485,2021-06-14
181571,All Ages,60 days,YouTube,0.01,4.21,450,10000,2021-06-15
181572,Women 35-44,15 days,YouTube,0.08,2.0,325,10000,2021-06-16
181577,Women 35-44,60 days,Google Ads,0.13,7.22,977,5709,2021-06-21
181578,All Ages,15 days,Google Ads,0.12,5.01,236,7574,2021-06-22
181579,Women 35-44,45 days,Instagram,0.15,8.0,370,8966,2021-06-23
181583,Women 25-34,15 days,Google Ads,0.03,4.07,946,2663,2021-06-27
181584,Men 25-34,45 days,YouTube,0.08,2.2,190,6949,2021-06-28
181586,Women 35-44,60 days,Instagram,0.03,4.97,1000,6353,2021-06-30
181922,Women 35-44,30 days,YouTube,0.07,2.0,629,1145,2021-06-01
181924,Women 35-44,60 days,Instagram,0.15,5.88,1000,2598,2021-06-03
181927,Men 18-24,15 days,Google Ads,0.11,2.97,367,9043,2021-06-06
181928,All Ages,30 days,Google Ads,0.13,2.89,828,5816,2021-06-07
181929,Men 18-24,60 days,Instagram,0.15,8.0,759,6035,2021-06-08
181930,Men 18-24,30 days,Google Ads,0.12,7.78,188,9640,2021-06-09
181932,Men 18-24,45 days,Instagram,0.08,4.21,597,5821,2021-06-11
181933,Men 25-34,60 days,Google Ads,0.08,5.88,455,1434,2021-06-12
181934,Men 25-34,30 days,Google Ads,0.07,2.33,590,7591,2021-06-13
181935,All Ages,45 days,Instagram,0.02,3.11,237,7325,2021-06-14
181936,Women 35-44,60 days,Instagram,0.06,6.66,526,6786,2021-06-15
181940,Women 25-34,60 days,Google Ads,0.11,2.48,329,2367,2021-06-19
181942,Men 25-34,15 days,Google Ads,0.03,7.05,908,6490,2021-06-21
181945,Men 25-34,60 days,Google Ads,0.01,3.52,980,5487,2021-06-24
181946,Women 25-34,15 days,Instagram,0.05,8.0,1000,8660,2021-06-25
181949,Women 35-44,60 days,Instagram,0.09,8.0,815,2102,2021-06-28
182287,Men 18-24,30 days,Google Ads,0.11,7.06,687,8155,2021-06-01
182288,Men 25-34,45 days,Instagram,0.13,3.32,281,1104,2021-06-02
182289,Men 18-24,30 days,Instagram,0.13,8.0,354,2434,2021-06-03
182291,All Ages,15 days,YouTube,0.06,2.66,127,5066,2021-06-05
182293,Women 35-44,60 days,Google Ads,0.04,7.72,195,9675,2021-06-07
182295,Men 25-34,30 days,Google Ads,0.11,2.63,974,9929,2021-06-09
182296,Men 25-34,15 days,Google Ads,0.09,2.07,241,6207,2021-06-10
182300,Men 18-24,15 days,YouTube,0.01,2.38,504,5566,2021-06-14
182302,Women 25-34,60 days,YouTube,0.06,4.4,100,3455,2021-06-16
182307,Men 25-34,30 days,Google Ads,0.04,3.95,401,7317,2021-06-21
182308,Women 35-44,15 days,Google Ads,0.09,6.19,319,2618,2021-06-22
182309,All Ages,60 days,Google Ads,0.02,6.86,204,7944,2021-06-23
182315,Men 25-34,15 days,Instagram,0.13,4.94,567,5762,2021-06-29
182316,All Ages,60 days,Instagram,0.13,2.69,1000,5514,2021-06-30
182655,Women 35-44,15 days,YouTube,0.02,2.0,432,8888,2021-06-04
182656,Men 18-24,30 days,Instagram,0.15,7.6,300,7809,2021-06-05
182662,All Ages,30 days,YouTube,0.04,3.94,497,4092,2021-06-11
182663,Men 18-24,45 days,YouTube,0.04,4.36,614,10000,2021-06-12
182665,All Ages,45 days,YouTube,0.04,4.67,202,6252,2021-06-14
182667,Women 25-34,15 days,YouTube,0.06,2.75,100,8394,2021-06-16
182669,Women 35-44,15 days,YouTube,0.02,3.6,398,2159,2021-06-18
182670,Women 25-34,60 days,YouTube,0.03,4.29,248,10000,2021-06-19
182671,Women 25-34,15 days,Instagram,0.15,5.23,144,6173,2021-06-20
182672,All Ages,15 days,Instagram,0.15,8.0,950,8728,2021-06-21
182673,Women 35-44,60 days,YouTube,0.03,2.0,506,10000,2021-06-22
182675,Men 25-34,60 days,YouTube,0.05,2.12,177,7319,2021-06-24
182677,Men 25-34,30 days,YouTube,0.07,3.84,231,8934,2021-06-26
182681,All Ages,60 days,Instagram,0.14,8.0,403,7926,2021-06-30
183017,Women 35-44,45 days,Google Ads,0.15,2.51,723,6398,2021-06-01
183018,Women 25-34,45 days,Google Ads,0.13,7.4,498,9379,2021-06-02
183019,All Ages,60 days,Instagram,0.15,8.0,607,8486,2021-06-03
183020,Women 35-44,45 days,Instagram,0.15,4.38,1000,1678,2021-06-04
183021,Women 25-34,60 days,Instagram,0.08,6.59,166,5678,2021-06-05
183022,Women 35-44,60 days,YouTube,0.02,2.47,504,1217,2021-06-06
183023,Men 18-24,60 days,YouTube,0.03,2.55,153,2830,2021-06-07
183024,Women 25-34,15 days,Google Ads,0.04,2.67,848,5018,2021-06-08
183025,All Ages,30 days,Google Ads,0.06,6.01,110,7708,2021-06-09
183027,Women 25-34,30 days,Instagram,0.15,8.0,369,4261,2021-06-11
183028,Women 25-34,15 days,Google Ads,0.02,7.19,688,7756,2021-06-12
183029,Women 35-44,60 days,Google Ads,0.04,3.81,132,3291,2021-06-13
183030,Women 35-44,45 days,Instagram,0.09,5.34,842,6070,2021-06-14
183031,Men 25-34,60 days,Google Ads,0.13,3.49,342,3517,2021-06-15
183033,Men 25-34,30 days,Instagram,0.15,4.33,694,4105,2021-06-17
183034,Women 35-44,45 days,YouTube,0.03,4.65,618,3661,2021-06-18
183038,Men 25-34,15 days,YouTube,0.04,2.47,150,8511,2021-06-22
183040,Men 18-24,15 days,Instagram,0.11,2.98,554,2739,2021-06-24
183041,Men 18-24,30 days,Instagram,0.15,2.96,826,2299,2021-06-25
183043,Men 25-34,30 days,Instagram,0.02,8.0,459,3872,2021-06-27
183044,Men 18-24,30 days,Instagram,0.06,7.05,897,6277,2021-06-28
183046,Women 35-44,15 days,Instagram,0.15,6.75,1000,7590,2021-06-30
183384,All Ages,45 days,Instagram,0.06,5.76,286,9352,2021-06-03
183385,Women 25-34,60 days,YouTube,0.05,2.66,278,6859,2021-06-04
183386,Women 25-34,45 days,YouTube,0.03,3.55,240,1474,2021-06-05
183389,Women 35-44,60 days,YouTube,0.06,4.72,420,8665,2021-06-08
183391,Men 25-34,15 days,Google Ads,0.08,4.89,620,8001,2021-06-10
183392,All Ages,15 days,Google Ads,0.05,3.33,974,9830,2021-06-11
183393,Men 25-34,45 days,Instagram,0.03,8.0,630,3619,2021-06-12
183395,Women 25-34,60 days,Google Ads,0.08,6.39,446,7568,2021-06-14
183398,Men 25-34,45 days,YouTube,0.04,4.08,272,6598,2021-06-17
183399,Women 35-44,15 days,Google Ads,0.07,2.42,978,3157,2021-06-18
183401,Men 18-24,45 days,Google Ads,0.08,8.0,541,8873,2021-06-20
183404,Women 35-44,15 days,YouTube,0.04,4.92,554,3906,2021-06-23
183405,Women 25-34,60 days,Google Ads,0.03,3.34,286,3895,2021-06-24
183408,Men 25-34,60 days,Google Ads,0.1,5.2,916,4319,2021-06-27
183409,Women 25-34,45 days,YouTube,0.04,3.18,136,4259,2021-06-28
183410,All Ages,60 days,Google Ads,0.09,3.01,378,5504,2021-06-29
183749,All Ages,15 days,Instagram,0.02,8.0,295,6775,2021-06-03
183750,Men 25-34,30 days,Google Ads,0.14,6.63,607,4425,2021-06-04
183752,Women 25-34,15 days,Instagram,0.15,8.0,909,1761,2021-06-06
183754,All Ages,30 days,Instagram,0.06,5.67,876,7004,2021-06-08
183755,Men 25-34,30 days,YouTube,0.01,2.22,610,10000,2021-06-09
183756,All Ages,30 days,Instagram,0.06,7.16,176,8291,2021-06-10
183757,All Ages,60 days,YouTube,0.04,4.51,544,7866,2021-06-11
183760,Women 25-34,60 days,Google Ads,0.02,3.88,161,4468,2021-06-14
183762,Men 18-24,30 days,YouTube,0.05,2.0,592,9605,2021-06-16
183763,Men 18-24,60 days,YouTube,0.01,2.0,277,4550,2021-06-17
183764,Women 35-44,45 days,Instagram,0.15,7.2,482,7939,2021-06-18
183767,All Ages,15 days,Google Ads,0.03,2.59,944,5593,2021-06-21
183768,Women 35-44,15 days,Instagram,0.13,3.19,443,9092,2021-06-22
183769,Women 25-34,45 days,Google Ads,0.03,3.7,822,9743,2021-06-23
183771,Men 18-24,45 days,Instagram,0.09,8.0,1000,4347,2021-06-25
183773,All Ages,30 days,YouTube,0.06,3.45,223,5793,2021-06-27
183776,Women 35-44,60 days,Instagram,0.09,5.85,988,8234,2021-06-30
184112,Men 25-34,45 days,Google Ads,0.03,7.51,971,7342,2021-06-01
184119,Women 35-44,45 days,YouTube,0.06,3.64,613,9740,2021-06-08
184120,Men 25-34,30 days,YouTube,0.07,2.18,171,8582,2021-06-09
184121,Men 25-34,15 days,Instagram,0.15,8.0,1000,3837,2021-06-10
184127,Men 25-34,60 days,Google Ads,0.11,6.12,714,3059,2021-06-16
184128,Men 25-34,15 days,Google Ads,0.09,3.34,371,8643,2021-06-17
184130,Men 25-34,45 days,YouTube,0.04,3.51,409,2332,2021-06-19
184131,All Ages,60 days,Instagram,0.15,2.96,823,7324,2021-06-20
